componentid,componentname,contextid,status,qtype,model,difficulty,discrimination,guessing,label,catscalename,parentscalenames
0,question,1,4,Multiple-Choice,raschbirnbaumb,0.83,1.47,0.00,SIMV2-D03-15,SimD03,SimV2|SimD
0,question,1,4,Multiple-Choice,raschbirnbaumb,0.78,0.7,0.00,SIMV2-D03-16,SimD03,SimV2|SimD
0,question,1,4,Multiple-Choice,raschbirnbaumb,0.34,0.33,0.00,SIMV2-D03-17,SimD03,SimV2|SimD
0,question,1,4,Multiple-Choice,raschbirnbaumb,0.56,1.79,0.00,SIMV2-D03-18,SimD03,SimV2|SimD
0,question,1,4,Multiple-Choice,raschbirnbaumb,1.44,0.84,0.00,SIMV2-D04-00,SimD04,SimV2|SimD
0,question,1,4,Multiple-Choice,raschbirnbaumb,1.95,1.85,0.00,SIMV2-D04-01,SimD04,SimV2|SimD
0,question,1,4,Multiple-Choice,raschbirnbaumb,1.9,1.03,0.00,SIMV2-D04-02,SimD04,SimV2|SimD
0,question,1,4,Multiple-Choice,raschbirnbaumb,1.76,1.57,0.00,SIMV2-D04-03,SimD04,SimV2|SimD
0,question,1,4,Multiple-Choice,raschbirnbaumb,1.59,0.38,0.00,SIMV2-D04-04,SimD04,SimV2|SimD
0,question,1,4,Multiple-Choice,raschbirnbaumb,1.41,1.78,0.00,SIMV2-D04-05,SimD04,SimV2|SimD
0,question,1,4,Multiple-Choice,raschbirnbaumb,2.01,0.81,0.00,SIMV2-D04-06,SimD04,SimV2|SimD
0,question,1,4,Multiple-Choice,raschbirnbaumb,0.87,0.64,0.00,SIMV2-D04-07,SimD04,SimV2|SimD
0,question,1,4,Multiple-Choice,raschbirnbaumb,2.17,1.24,0.00,SIMV2-D04-08,SimD04,SimV2|SimD
0,question,1,4,Multiple-Choice,raschbirnbaumb,1.98,1.62,0.00,SIMV2-D04-09,SimD04,SimV2|SimD
0,question,1,4,Multiple-Choice,raschbirnbaumb,0.79,0.92,0.00,SIMV2-D04-10,SimD04,SimV2|SimD
0,question,1,4,Multiple-Choice,raschbirnbaumb,1.46,1.64,0.00,SIMV2-D05-00,SimD05,SimV2|SimD
0,question,1,4,Multiple-Choice,raschbirnbaumb,1.62,1.87,0.00,SIMV2-D05-01,SimD05,SimV2|SimD
0,question,1,4,Multiple-Choice,raschbirnbaumb,1.36,0.48,0.00,SIMV2-D05-02,SimD05,SimV2|SimD
0,question,1,4,Multiple-Choice,raschbirnbaumb,1.47,1.18,0.00,SIMV2-D05-03,SimD05,SimV2|SimD
0,question,1,4,Multiple-Choice,raschbirnbaumb,1.47,1.41,0.00,SIMV2-D05-04,SimD05,SimV2|SimD
0,question,1,4,Multiple-Choice,raschbirnbaumb,1.78,1.9,0.00,SIMV2-D05-05,SimD05,SimV2|SimD
0,question,1,4,Multiple-Choice,raschbirnbaumb,1.56,1.61,0.00,SIMV2-D05-06,SimD05,SimV2|SimD
0,question,1,4,Multiple-Choice,raschbirnbaumb,1.07,0.51,0.00,SIMV2-D05-07,SimD05,SimV2|SimD
0,question,1,4,Multiple-Choice,raschbirnbaumb,1.24,0.59,0.00,SIMV2-D05-08,SimD05,SimV2|SimD
0,question,1,4,Multiple-Choice,raschbirnbaumb,1.53,1.3,0.00,SIMV2-D05-09,SimD05,SimV2|SimD
0,question,1,4,Multiple-Choice,raschbirnbaumb,1.84,1.44,0.00,SIMV2-D05-10,SimD05,SimV2|SimD
0,question,1,4,Multiple-Choice,raschbirnbaumb,1.35,1.77,0.00,SIMV2-D05-11,SimD05,SimV2|SimD
0,question,1,4,Multiple-Choice,raschbirnbaumb,1.45,0.55,0.00,SIMV2-D05-12,SimD05,SimV2|SimD
0,question,1,4,Multiple-Choice,raschbirnbaumb,1.61,0.61,0.00,SIMV2-D05-13,SimD05,SimV2|SimD
0,question,1,4,Multiple-Choice,raschbirnbaumb,1.28,1.1,0.00,SIMV2-D05-14,SimD05,SimV2|SimD
0,question,1,4,Multiple-Choice,raschbirnbaumb,1.16,0.3,0.00,SIMV2-D05-15,SimD05,SimV2|SimD
0,question,1,4,Multiple-Choice,raschbirnbaumb,2.01,0.93,0.00,SIMV2-D05-16,SimD05,SimV2|SimD
0,question,1,4,Multiple-Choice,raschbirnbaumb,1.68,1.09,0.00,SIMV2-D05-17,SimD05,SimV2|SimD
0,question,1,4,Multiple-Choice,raschbirnbaumb,1.27,0.65,0.00,SIMV2-D05-18,SimD05,SimV2|SimD
0,question,1,4,Multiple-Choice,raschbirnbaumb,1.11,0.93,0.00,SIMV2-D05-19,SimD05,SimV2|SimD
0,question,1,4,Multiple-Choice,raschbirnbaumb,1.5,1.83,0.00,SIMV2-D05-20,SimD05,SimV2|SimD
0,question,1,4,Multiple-Choice,raschbirnbaumb,1.67,0.76,0.00,SIMV2-D05-21,SimD05,SimV2|SimD
0,question,1,4,Multiple-Choice,raschbirnbaumb,1.8,0.26,0.00,SIMV2-D06-00,SimD06,SimV2|SimD
0,question,1,4,Multiple-Choice,raschbirnbaumb,2.13,1.08,0.00,SIMV2-D06-01,SimD06,SimV2|SimD
0,question,1,4,Multiple-Choice,raschbirnbaumb,2.29,0.22,0.00,SIMV2-D06-02,SimD06,SimV2|SimD
0,question,1,4,Multiple-Choice,raschbirnbaumb,2.05,0.97,0.00,SIMV2-D06-03,SimD06,SimV2|SimD
0,question,1,4,Multiple-Choice,raschbirnbaumb,2.07,1.99,0.00,SIMV2-D06-04,SimD06,SimV2|SimD
0,question,1,4,Multiple-Choice,raschbirnbaumb,2.32,1.4,0.00,SIMV2-D06-05,SimD06,SimV2|SimD
0,question,1,4,Multiple-Choice,raschbirnbaumb,2.16,0.39,0.00,SIMV2-D06-06,SimD06,SimV2|SimD
0,question,1,4,Multiple-Choice,raschbirnbaumb,2,1.09,0.00,SIMV2-D06-07,SimD06,SimV2|SimD
0,question,1,4,Multiple-Choice,raschbirnbaumb,1.94,0.42,0.00,SIMV2-D06-08,SimD06,SimV2|SimD
0,question,1,4,Multiple-Choice,raschbirnbaumb,1.8,1.59,0.00,SIMV2-D06-09,SimD06,SimV2|SimD
0,question,1,4,Multiple-Choice,raschbirnbaumb,2.07,1.4,0.00,SIMV2-D06-10,SimD06,SimV2|SimD
0,question,1,4,Multiple-Choice,raschbirnbaumb,1.91,0.68,0.00,SIMV2-D06-11,SimD06,SimV2|SimD
0,question,1,4,Multiple-Choice,raschbirnbaumb,2.11,0.34,0.00,SIMV2-D06-12,SimD06,SimV2|SimD
0,question,1,4,Multiple-Choice,raschbirnbaumb,2.17,1.11,0.00,SIMV2-D06-13,SimD06,SimV2|SimD
0,question,1,4,Multiple-Choice,raschbirnbaumb,1.85,1.85,0.00,SIMV2-D06-14,SimD06,SimV2|SimD
0,question,1,4,Multiple-Choice,raschbirnbaumb,2.17,0.88,0.00,SIMV2-D06-15,SimD06,SimV2|SimD
0,question,1,4,Multiple-Choice,raschbirnbaumb,1.7,1.15,0.00,SIMV2-D06-16,SimD06,SimV2|SimD
0,question,1,4,Multiple-Choice,raschbirnbaumb,2.04,1.64,0.00,SIMV2-D06-17,SimD06,SimV2|SimD
0,question,1,4,Multiple-Choice,raschbirnbaumb,1.86,1.54,0.00,SIMV2-D06-18,SimD06,SimV2|SimD
0,question,1,4,Multiple-Choice,raschbirnbaumb,2.07,0.86,0.00,SIMV2-D06-19,SimD06,SimV2|SimD
0,question,1,4,Multiple-Choice,raschbirnbaumb,1.9,1.92,0.00,SIMV2-D06-20,SimD06,SimV2|SimD
0,question,1,4,Multiple-Choice,raschbirnbaumb,1.72,0.97,0.00,SIMV2-D06-21,SimD06,SimV2|SimD
0,question,1,4,Multiple-Choice,raschbirnbaumb,2.33,0.73,0.00,SIMV2-D06-22,SimD06,SimV2|SimD
0,question,1,4,Multiple-Choice,raschbirnbaumb,2.86,0.32,0.00,SIMV2-D07-00,SimD07,SimV2|SimD
0,question,1,4,Multiple-Choice,raschbirnbaumb,2.32,0.79,0.00,SIMV2-D07-01,SimD07,SimV2|SimD
0,question,1,4,Multiple-Choice,raschbirnbaumb,2.55,1.72,0.00,SIMV2-D07-02,SimD07,SimV2|SimD
0,question,1,4,Multiple-Choice,raschbirnbaumb,2.33,0.43,0.00,SIMV2-D07-03,SimD07,SimV2|SimD
0,question,1,4,Multiple-Choice,raschbirnbaumb,1.83,1.16,0.00,SIMV2-D07-04,SimD07,SimV2|SimD
0,question,1,4,Multiple-Choice,raschbirnbaumb,2.81,1.4,0.00,SIMV2-D07-05,SimD07,SimV2|SimD
0,question,1,4,Multiple-Choice,raschbirnbaumb,2.14,1.03,0.00,SIMV2-D07-06,SimD07,SimV2|SimD
0,question,1,4,Multiple-Choice,raschbirnbaumb,3.25,1.22,0.00,SIMV2-D07-07,SimD07,SimV2|SimD
0,question,1,4,Multiple-Choice,raschbirnbaumb,2.67,0.44,0.00,SIMV2-D07-08,SimD07,SimV2|SimD
0,question,1,4,Multiple-Choice,raschbirnbaumb,2.88,0.4,0.00,SIMV2-D07-09,SimD07,SimV2|SimD
0,question,1,4,Multiple-Choice,raschbirnbaumb,3.23,1.17,0.00,SIMV2-D07-10,SimD07,SimV2|SimD
0,question,1,4,Multiple-Choice,raschbirnbaumb,2.2,1.24,0.00,SIMV2-D08-00,SimD08,SimV2|SimD
0,question,1,4,Multiple-Choice,raschbirnbaumb,2.65,1.11,0.00,SIMV2-D08-01,SimD08,SimV2|SimD
0,question,1,4,Multiple-Choice,raschbirnbaumb,1.87,1.29,0.00,SIMV2-D08-02,SimD08,SimV2|SimD
0,question,1,4,Multiple-Choice,raschbirnbaumb,2.24,0.97,0.00,SIMV2-D08-03,SimD08,SimV2|SimD
0,question,1,4,Multiple-Choice,raschbirnbaumb,2.48,1.11,0.00,SIMV2-D08-04,SimD08,SimV2|SimD
0,question,1,4,Multiple-Choice,raschbirnbaumb,2.78,0.94,0.00,SIMV2-D08-05,SimD08,SimV2|SimD
0,question,1,4,Multiple-Choice,raschbirnbaumb,2.63,0.29,0.00,SIMV2-D08-06,SimD08,SimV2|SimD
0,question,1,4,Multiple-Choice,raschbirnbaumb,2.42,0.47,0.00,SIMV2-D08-07,SimD08,SimV2|SimD
0,question,1,4,Multiple-Choice,raschbirnbaumb,2.35,1.95,0.00,SIMV2-D08-08,SimD08,SimV2|SimD
0,question,1,4,Multiple-Choice,raschbirnbaumb,2.08,0.44,0.00,SIMV2-D08-09,SimD08,SimV2|SimD
0,question,1,4,Multiple-Choice,raschbirnbaumb,2.34,0.71,0.00,SIMV2-D08-10,SimD08,SimV2|SimD
0,question,1,4,Multiple-Choice,raschbirnbaumb,2.65,0.26,0.00,SIMV2-D08-11,SimD08,SimV2|SimD
0,question,1,4,Multiple-Choice,raschbirnbaumb,2.8,1.75,0.00,SIMV2-D08-12,SimD08,SimV2|SimD
0,question,1,4,Multiple-Choice,raschbirnbaumb,2.86,0.8,0.00,SIMV2-D08-13,SimD08,SimV2|SimD
0,question,1,4,Multiple-Choice,raschbirnbaumb,2.73,0.4,0.00,SIMV2-D08-14,SimD08,SimV2|SimD
0,question,1,4,Multiple-Choice,raschbirnbaumb,2.29,1.27,0.00,SIMV2-D08-15,SimD08,SimV2|SimD
0,question,1,4,Multiple-Choice,raschbirnbaumb,2.41,0.28,0.00,SIMV2-D08-16,SimD08,SimV2|SimD
0,question,1,4,Multiple-Choice,raschbirnbaumb,2.46,0.97,0.00,SIMV2-D08-17,SimD08,SimV2|SimD
0,question,1,4,Multiple-Choice,raschbirnbaumb,3.02,0.26,0.00,SIMV2-D09-00,SimD09,SimV2|SimD
0,question,1,4,Multiple-Choice,raschbirnbaumb,3.01,0.83,0.00,SIMV2-D09-01,SimD09,SimV2|SimD
0,question,1,4,Multiple-Choice,raschbirnbaumb,3.11,0.55,0.00,SIMV2-D09-02,SimD09,SimV2|SimD
0,question,1,4,Multiple-Choice,raschbirnbaumb,2.91,1.59,0.00,SIMV2-D09-03,SimD09,SimV2|SimD
0,question,1,4,Multiple-Choice,raschbirnbaumb,3.15,0.62,0.00,SIMV2-D09-04,SimD09,SimV2|SimD
0,question,1,4,Multiple-Choice,raschbirnbaumb,2.87,0.38,0.00,SIMV2-D09-05,SimD09,SimV2|SimD
0,question,1,4,Multiple-Choice,raschbirnbaumb,3.42,1.6,0.00,SIMV2-D10-00,SimD10,SimV2|SimD
0,question,1,4,Multiple-Choice,raschbirnbaumb,3.41,1.6,0.00,SIMV2-D10-01,SimD10,SimV2|SimD
0,question,1,4,Multiple-Choice,raschbirnbaumb,3.82,0.53,0.00,SIMV2-D10-02,SimD10,SimV2|SimD
0,question,1,4,Multiple-Choice,raschbirnbaumb,3.69,0.58,0.00,SIMV2-D10-03,SimD10,SimV2|SimD
0,question,1,4,Multiple-Choice,raschbirnbaumb,3.3,1.48,0.00,SIMV2-D10-04,SimD10,SimV2|SimD
0,question,1,4,Multiple-Choice,raschbirnbaumb,0.72,1.93,0.00,SIMV2-E01-00,SimE01,SimV2|SimE
0,question,1,4,Multiple-Choice,raschbirnbaumb,1.39,1.41,0.00,SIMV2-E01-01,SimE01,SimV2|SimE
0,question,1,4,Multiple-Choice,raschbirnbaumb,0.67,1.13,0.00,SIMV2-E01-02,SimE01,SimV2|SimE
0,question,1,4,Multiple-Choice,raschbirnbaumb,-1.13,1.69,0.00,SIMV2-E01-03,SimE01,SimV2|SimE
0,question,1,4,Multiple-Choice,raschbirnbaumb,0.4,1.08,0.00,SIMV2-E01-04,SimE01,SimV2|SimE
0,question,1,4,Multiple-Choice,raschbirnbaumb,0.27,0.64,0.00,SIMV2-E01-05,SimE01,SimV2|SimE
0,question,1,4,Multiple-Choice,raschbirnbaumb,-0.22,1.91,0.00,SIMV2-E01-06,SimE01,SimV2|SimE
0,question,1,4,Multiple-Choice,raschbirnbaumb,-0.57,0.97,0.00,SIMV2-E01-07,SimE01,SimV2|SimE
0,question,1,4,Multiple-Choice,raschbirnbaumb,-0.91,1.87,0.00,SIMV2-E01-08,SimE01,SimV2|SimE
0,question,1,4,Multiple-Choice,raschbirnbaumb,-0.8,1.63,0.00,SIMV2-E02-00,SimE02,SimV2|SimE
0,question,1,4,Multiple-Choice,raschbirnbaumb,-0.42,1.87,0.00,SIMV2-E02-01,SimE02,SimV2|SimE
0,question,1,4,Multiple-Choice,raschbirnbaumb,-0.25,0.44,0.00,SIMV2-E02-02,SimE02,SimV2|SimE
0,question,1,4,Multiple-Choice,raschbirnbaumb,0.3,0.5,0.00,SIMV2-E02-03,SimE02,SimV2|SimE
0,question,1,4,Multiple-Choice,raschbirnbaumb,0.04,1.9,0.00,SIMV2-E02-04,SimE02,SimV2|SimE
0,question,1,4,Multiple-Choice,raschbirnbaumb,-0.28,1.29,0.00,SIMV2-E02-05,SimE02,SimV2|SimE
0,question,1,4,Multiple-Choice,raschbirnbaumb,-0.22,0.67,0.00,SIMV2-E02-06,SimE02,SimV2|SimE
0,question,1,4,Multiple-Choice,raschbirnbaumb,-0.23,1.43,0.00,SIMV2-E02-07,SimE02,SimV2|SimE
0,question,1,4,Multiple-Choice,raschbirnbaumb,-0.42,0.82,0.00,SIMV2-E02-08,SimE02,SimV2|SimE
0,question,1,4,Multiple-Choice,raschbirnbaumb,0.09,1.75,0.00,SIMV2-E02-09,SimE02,SimV2|SimE
0,question,1,4,Multiple-Choice,raschbirnbaumb,0.36,1.65,0.00,SIMV2-E02-10,SimE02,SimV2|SimE
0,question,1,4,Multiple-Choice,raschbirnbaumb,0.89,1.57,0.00,SIMV2-E02-11,SimE02,SimV2|SimE
0,question,1,4,Multiple-Choice,raschbirnbaumb,0.64,1.31,0.00,SIMV2-E02-12,SimE02,SimV2|SimE
0,question,1,4,Multiple-Choice,raschbirnbaumb,-0.12,0.47,0.00,SIMV2-E02-13,SimE02,SimV2|SimE
0,question,1,4,Multiple-Choice,raschbirnbaumb,0.22,1.22,0.00,SIMV2-E03-00,SimE03,SimV2|SimE
0,question,1,4,Multiple-Choice,raschbirnbaumb,0.13,0.84,0.00,SIMV2-E03-01,SimE03,SimV2|SimE
0,question,1,4,Multiple-Choice,raschbirnbaumb,0.54,1.79,0.00,SIMV2-E03-02,SimE03,SimV2|SimE
0,question,1,4,Multiple-Choice,raschbirnbaumb,0.35,1.23,0.00,SIMV2-E03-03,SimE03,SimV2|SimE
0,question,1,4,Multiple-Choice,raschbirnbaumb,0.19,1.21,0.00,SIMV2-E03-04,SimE03,SimV2|SimE
0,question,1,4,Multiple-Choice,raschbirnbaumb,0.21,0.38,0.00,SIMV2-E03-05,SimE03,SimV2|SimE
0,question,1,4,Multiple-Choice,raschbirnbaumb,0.56,1.55,0.00,SIMV2-E03-06,SimE03,SimV2|SimE
0,question,1,4,Multiple-Choice,raschbirnbaumb,0.95,1.31,0.00,SIMV2-E03-07,SimE03,SimV2|SimE
0,question,1,4,Multiple-Choice,raschbirnbaumb,0.73,0.29,0.00,SIMV2-E03-08,SimE03,SimV2|SimE
0,question,1,4,Multiple-Choice,raschbirnbaumb,1.02,0.75,0.00,SIMV2-E03-09,SimE03,SimV2|SimE
0,question,1,4,Multiple-Choice,raschbirnbaumb,0.24,0.27,0.00,SIMV2-E03-10,SimE03,SimV2|SimE
0,question,1,4,Multiple-Choice,raschbirnbaumb,0.61,1.27,0.00,SIMV2-E03-11,SimE03,SimV2|SimE
0,question,1,4,Multiple-Choice,raschbirnbaumb,0.7,0.27,0.00,SIMV2-E03-12,SimE03,SimV2|SimE
0,question,1,4,Multiple-Choice,raschbirnbaumb,1.08,1.09,0.00,SIMV2-E03-13,SimE03,SimV2|SimE
0,question,1,4,Multiple-Choice,raschbirnbaumb,0.33,1.73,0.00,SIMV2-E03-14,SimE03,SimV2|SimE
0,question,1,4,Multiple-Choice,raschbirnbaumb,0.3,0.78,0.00,SIMV2-E03-15,SimE03,SimV2|SimE
0,question,1,4,Multiple-Choice,raschbirnbaumb,0.75,0.96,0.00,SIMV2-E03-16,SimE03,SimV2|SimE
0,question,1,4,Multiple-Choice,raschbirnbaumb,0.51,0.29,0.00,SIMV2-E03-17,SimE03,SimV2|SimE
0,question,1,4,Multiple-Choice,raschbirnbaumb,1.39,0.99,0.00,SIMV2-E03-18,SimE03,SimV2|SimE
0,question,1,4,Multiple-Choice,raschbirnbaumb,0.28,1.09,0.00,SIMV2-E03-19,SimE03,SimV2|SimE
0,question,1,4,Multiple-Choice,raschbirnbaumb,0.34,1.34,0.00,SIMV2-E03-20,SimE03,SimV2|SimE
0,question,1,4,Multiple-Choice,raschbirnbaumb,0.54,0.98,0.00,SIMV2-E03-21,SimE03,SimV2|SimE
0,question,1,4,Multiple-Choice,raschbirnbaumb,0.65,1.56,0.00,SIMV2-E03-22,SimE03,SimV2|SimE
0,question,1,4,Multiple-Choice,raschbirnbaumb,0.47,1.05,0.00,SIMV2-E04-00,SimE04,SimV2|SimE
0,question,1,4,Multiple-Choice,raschbirnbaumb,0.46,1.57,0.00,SIMV2-E04-01,SimE04,SimV2|SimE
0,question,1,4,Multiple-Choice,raschbirnbaumb,1.11,1.05,0.00,SIMV2-E04-02,SimE04,SimV2|SimE
0,question,1,4,Multiple-Choice,raschbirnbaumb,0.84,1.27,0.00,SIMV2-E04-03,SimE04,SimV2|SimE
0,question,1,4,Multiple-Choice,raschbirnbaumb,1.42,0.38,0.00,SIMV2-E04-04,SimE04,SimV2|SimE
0,question,1,4,Multiple-Choice,raschbirnbaumb,0.74,1.14,0.00,SIMV2-E04-05,SimE04,SimV2|SimE
0,question,1,4,Multiple-Choice,raschbirnbaumb,0.22,1.1,0.00,SIMV2-E04-06,SimE04,SimV2|SimE
0,question,1,4,Multiple-Choice,raschbirnbaumb,1.21,0.22,0.00,SIMV2-E04-07,SimE04,SimV2|SimE
0,question,1,4,Multiple-Choice,raschbirnbaumb,0.88,1.16,0.00,SIMV2-E04-08,SimE04,SimV2|SimE
0,question,1,4,Multiple-Choice,raschbirnbaumb,1.36,1.7,0.00,SIMV2-E04-09,SimE04,SimV2|SimE
0,question,1,4,Multiple-Choice,raschbirnbaumb,0.81,1.53,0.00,SIMV2-E04-10,SimE04,SimV2|SimE
0,question,1,4,Multiple-Choice,raschbirnbaumb,1.25,0.71,0.00,SIMV2-E04-11,SimE04,SimV2|SimE
0,question,1,4,Multiple-Choice,raschbirnbaumb,0.96,1.4,0.00,SIMV2-E04-12,SimE04,SimV2|SimE
0,question,1,4,Multiple-Choice,raschbirnbaumb,0.62,1.99,0.00,SIMV2-E04-13,SimE04,SimV2|SimE
0,question,1,4,Multiple-Choice,raschbirnbaumb,0.44,0.95,0.00,SIMV2-E04-14,SimE04,SimV2|SimE
0,question,1,4,Multiple-Choice,raschbirnbaumb,0.89,1.42,0.00,SIMV2-E05-00,SimE05,SimV2|SimE
0,question,1,4,Multiple-Choice,raschbirnbaumb,1.2,0.69,0.00,SIMV2-E05-01,SimE05,SimV2|SimE
0,question,1,4,Multiple-Choice,raschbirnbaumb,0.88,1.07,0.00,SIMV2-E05-02,SimE05,SimV2|SimE
0,question,1,4,Multiple-Choice,raschbirnbaumb,1.18,1.68,0.00,SIMV2-E05-03,SimE05,SimV2|SimE
0,question,1,4,Multiple-Choice,raschbirnbaumb,1.18,0.39,0.00,SIMV2-E05-04,SimE05,SimV2|SimE
0,question,1,4,Multiple-Choice,raschbirnbaumb,1.05,1.25,0.00,SIMV2-E05-05,SimE05,SimV2|SimE
0,question,1,4,Multiple-Choice,raschbirnbaumb,1.02,1.38,0.00,SIMV2-E05-06,SimE05,SimV2|SimE
0,question,1,4,Multiple-Choice,raschbirnbaumb,1.17,0.4,0.00,SIMV2-E05-07,SimE05,SimV2|SimE
0,question,1,4,Multiple-Choice,raschbirnbaumb,0.35,1.82,0.00,SIMV2-E05-08,SimE05,SimV2|SimE
0,question,1,4,Multiple-Choice,raschbirnbaumb,0.61,0.45,0.00,SIMV2-E05-09,SimE05,SimV2|SimE
0,question,1,4,Multiple-Choice,raschbirnbaumb,0.9,1.02,0.00,SIMV2-E05-10,SimE05,SimV2|SimE
0,question,1,4,Multiple-Choice,raschbirnbaumb,0.94,1.81,0.00,SIMV2-E05-11,SimE05,SimV2|SimE
0,question,1,4,Multiple-Choice,raschbirnbaumb,0.85,1.8,0.00,SIMV2-E05-12,SimE05,SimV2|SimE
0,question,1,4,Multiple-Choice,raschbirnbaumb,1.1,1.33,0.00,SIMV2-E05-13,SimE05,SimV2|SimE
0,question,1,4,Multiple-Choice,raschbirnbaumb,1.41,1.34,0.00,SIMV2-E05-14,SimE05,SimV2|SimE
0,question,1,4,Multiple-Choice,raschbirnbaumb,1.02,1.56,0.00,SIMV2-E05-15,SimE05,SimV2|SimE
0,question,1,4,Multiple-Choice,raschbirnbaumb,0.75,0.9,0.00,SIMV2-E05-16,SimE05,SimV2|SimE
0,question,1,4,Multiple-Choice,raschbirnbaumb,1.23,1.39,0.00,SIMV2-E05-17,SimE05,SimV2|SimE
0,question,1,4,Multiple-Choice,raschbirnbaumb,1.14,0.39,0.00,SIMV2-E05-18,SimE05,SimV2|SimE
0,question,1,4,Multiple-Choice,raschbirnbaumb,1.24,1.15,0.00,SIMV2-E05-19,SimE05,SimV2|SimE
0,question,1,4,Multiple-Choice,raschbirnbaumb,1.1,1.24,0.00,SIMV2-E05-20,SimE05,SimV2|SimE
0,question,1,4,Multiple-Choice,raschbirnbaumb,1.42,1.64,0.00,SIMV2-E06-00,SimE06,SimV2|SimE
0,question,1,4,Multiple-Choice,raschbirnbaumb,1.53,1.48,0.00,SIMV2-E06-01,SimE06,SimV2|SimE
0,question,1,4,Multiple-Choice,raschbirnbaumb,1.39,0.25,0.00,SIMV2-E06-02,SimE06,SimV2|SimE
0,question,1,4,Multiple-Choice,raschbirnbaumb,1.6,0.56,0.00,SIMV2-E06-03,SimE06,SimV2|SimE
0,question,1,4,Multiple-Choice,raschbirnbaumb,1.35,0.49,0.00,SIMV2-E06-04,SimE06,SimV2|SimE
0,question,1,4,Multiple-Choice,raschbirnbaumb,1.37,0.4,0.00,SIMV2-E06-05,SimE06,SimV2|SimE
0,question,1,4,Multiple-Choice,raschbirnbaumb,1.2,1.47,0.00,SIMV2-E07-00,SimE07,SimV2|SimE
0,question,1,4,Multiple-Choice,raschbirnbaumb,2.35,1.85,0.00,SIMV2-E07-01,SimE07,SimV2|SimE
0,question,1,4,Multiple-Choice,raschbirnbaumb,1.32,0.3,0.00,SIMV2-E07-02,SimE07,SimV2|SimE
0,question,1,4,Multiple-Choice,raschbirnbaumb,1.91,1.38,0.00,SIMV2-E07-03,SimE07,SimV2|SimE
0,question,1,4,Multiple-Choice,raschbirnbaumb,2.25,1.54,0.00,SIMV2-E07-04,SimE07,SimV2|SimE
0,question,1,4,Multiple-Choice,raschbirnbaumb,1.77,1.73,0.00,SIMV2-E07-05,SimE07,SimV2|SimE
0,question,1,4,Multiple-Choice,raschbirnbaumb,2.96,0.9,0.00,SIMV2-E07-06,SimE07,SimV2|SimE
0,question,1,4,Multiple-Choice,raschbirnbaumb,2.06,1.28,0.00,SIMV2-E07-07,SimE07,SimV2|SimE
0,question,1,4,Multiple-Choice,raschbirnbaumb,1.75,0.83,0.00,SIMV2-E07-08,SimE07,SimV2|SimE
0,question,1,4,Multiple-Choice,raschbirnbaumb,2.39,1.86,0.00,SIMV2-E07-09,SimE07,SimV2|SimE
0,question,1,4,Multiple-Choice,raschbirnbaumb,2.15,0.48,0.00,SIMV2-E07-10,SimE07,SimV2|SimE
0,question,1,4,Multiple-Choice,raschbirnbaumb,1.28,1.25,0.00,SIMV2-E07-11,SimE07,SimV2|SimE
0,question,1,4,Multiple-Choice,raschbirnbaumb,1.98,1.76,0.00,SIMV2-E07-12,SimE07,SimV2|SimE
0,question,1,4,Multiple-Choice,raschbirnbaumb,2.87,1.95,0.00,SIMV2-E07-13,SimE07,SimV2|SimE
0,question,1,4,Multiple-Choice,raschbirnbaumb,1.78,2,0.00,SIMV2-E07-14,SimE07,SimV2|SimE
0,question,1,4,Multiple-Choice,raschbirnbaumb,2.2,0.9,0.00,SIMV2-E07-15,SimE07,SimV2|SimE
0,question,1,4,Multiple-Choice,raschbirnbaumb,2.13,0.69,0.00,SIMV2-E07-16,SimE07,SimV2|SimE
0,question,1,4,Multiple-Choice,raschbirnbaumb,1.98,1.83,0.00,SIMV2-E07-17,SimE07,SimV2|SimE
0,question,1,4,Multiple-Choice,raschbirnbaumb,1.96,0.5,0.00,SIMV2-E07-18,SimE07,SimV2|SimE
0,question,1,4,Multiple-Choice,raschbirnbaumb,1.92,1.2,0.00,SIMV2-E07-19,SimE07,SimV2|SimE
0,question,1,4,Multiple-Choice,raschbirnbaumb,2.27,0.79,0.00,SIMV2-E08-00,SimE08,SimV2|SimE
0,question,1,4,Multiple-Choice,raschbirnbaumb,2.07,0.52,0.00,SIMV2-E08-01,SimE08,SimV2|SimE
0,question,1,4,Multiple-Choice,raschbirnbaumb,3.05,1.35,0.00,SIMV2-E08-02,SimE08,SimV2|SimE
0,question,1,4,Multiple-Choice,raschbirnbaumb,2.57,0.53,0.00,SIMV2-E08-03,SimE08,SimV2|SimE
0,question,1,4,Multiple-Choice,raschbirnbaumb,2.42,0.87,0.00,SIMV2-E08-04,SimE08,SimV2|SimE
0,question,1,4,Multiple-Choice,raschbirnbaumb,4,1.41,0.00,SIMV2-E09-00,SimE09,SimV2|SimE
0,question,1,4,Multiple-Choice,raschbirnbaumb,4.04,1.05,0.00,SIMV2-E09-01,SimE09,SimV2|SimE
0,question,1,4,Multiple-Choice,raschbirnbaumb,4.01,1.5,0.00,SIMV2-E09-02,SimE09,SimV2|SimE
0,question,1,4,Multiple-Choice,raschbirnbaumb,4.39,1.3,0.00,SIMV2-E09-03,SimE09,SimV2|SimE
